CONCEPT_ID,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,CONCEPT_CLASS_ID,STANDARD_CONCEPT,CONCEPT_CODE,VALID_START_DATE,VALID_END_DATE,INVALID_REASON
35208414,"Gastrointestinal hemorrhage, unspecified",Condition,ICD10CM,4-char billing code,,K92.2,2007-01-01,2099-12-31,
1118088,celecoxib 200 MG Oral Capsule [Celebrex],Drug,RxNorm,Branded Drug,S,213469,1970-01-01,2099-12-31,
40213201,"pneumococcal polysaccharide vaccine, 23 valent",Drug,CVX,CVX,S,33,2008-12-01,2099-12-31,
1557272,Alendronate,Drug,RxNorm,Ingredient,S,46041,1970-01-01,2099-12-31,
4336464,Coronary artery bypass graft,Procedure,SNOMED,Procedure,S,232717009,1970-01-01,2099-12-31,
4295880,Intramuscular injection,Procedure,SNOMED,Procedure,S,76601001,1970-01-01,2099-12-31,
3020630,Protein serum/plasma,Measurement,LOINC,Lab Test,S,2885-2,1970-01-01,2099-12-31,
19129655,Ampicillin 100 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,789980,2008-03-30,2099-12-31,
44923712,celecoxib 200 MG Oral Capsule [Celebrex],Drug,NDC,11-digit NDC,,00025152531,2000-01-01,2099-12-31,
1569708,Other diseases of digestive system,Condition,ICD10CM,3-char nonbill code,,K92,2012-01-01,2099-12-31,
40213216,"rotavirus, live, monovalent vaccine",Drug,CVX,CVX,S,119,2008-12-01,2099-12-31,
708298,Midazolam,Drug,RxNorm,Ingredient,S,6960,1970-01-01,2099-12-31,
4301346,Surgical manipulation of shoulder joint,Procedure,SNOMED,Procedure,S,387685009,1970-01-01,2099-12-31,
4246502,Neonatal screening,Procedure,SNOMED,Procedure,S,60151004,1970-01-01,2099-12-31,
3020655,Honey bee IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6844-5,1970-01-01,2099-12-31,
4116491,Escherichia coli urinary tract infection,Condition,SNOMED,Clinical Finding,S,301011002,1970-01-01,2099-12-31,
45011828,Diclofenac Sodium 75 MG Delayed Release Oral Tablet,Drug,NDC,11-digit NDC,,00781178901,2000-01-01,2099-12-31,
40162359,Diclofenac Sodium 75 MG Delayed Release Oral Tablet,Drug,RxNorm,Clinical Drug,S,855926,2009-08-02,2099-12-31,
40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",Drug,CVX,CVX,S,113,2008-12-01,2099-12-31,
701322,Memantine,Drug,RxNorm,Ingredient,S,6719,1970-01-01,2099-12-31,
3002385,Erythrocyte distribution width [Ratio],Measurement,LOINC,Lab Test,S,30385-9,1970-01-01,2099-12-31,
4199276,Removal of subcutaneous contraceptive,Procedure,SNOMED,Procedure,S,301807007,1970-01-01,2099-12-31,
3005136,Cladosporium herbarum IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6075-6,1970-01-01,2099-12-31,
4113008,Laceration of hand,Condition,SNOMED,Clinical Finding,S,284549007,1970-01-01,2099-12-31,
40213230,"tetanus toxoid, reduced diphtheria toxoid, and acellular pertussis vaccine, adsorbed",Drug,CVX,CVX,S,115,2008-12-01,2099-12-31,
723013,Diazepam,Drug,RxNorm,Ingredient,S,3322,1970-01-01,2099-12-31,
3001247,Common Ragweed IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6085-5,1970-01-01,2099-12-31,
4234705,Evaluation of psychiatric state of patient,Procedure,SNOMED,Procedure,S,90407005,1970-01-01,2099-12-31,
3004501,Glucose lab,Measurement,LOINC,Lab Test,S,2345-7,1970-01-01,2099-12-31,
4156265,Facial laceration,Condition,SNOMED,Clinical Finding,S,370247008,1970-01-01,2099-12-31,
40213160,"poliovirus vaccine, inactivated",Drug,CVX,CVX,S,10,2008-12-01,2099-12-31,
1129625,Diphenhydramine,Drug,RxNorm,Ingredient,S,3498,1970-01-01,2099-12-31,
3036780,American house dust mite IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6095-4,1970-01-01,2099-12-31,
4238715,Removal of intrauterine device,Procedure,SNOMED,Procedure,S,68254000,1970-01-01,2099-12-31,
3006734,White Oak IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6189-5,1970-01-01,2099-12-31,
4155034,Laceration of forearm,Condition,SNOMED,Clinical Finding,S,283371005,1970-01-01,2099-12-31,
40213180,"meningococcal polysaccharide (groups A, C, Y and W-135) diphtheria toxoid conjugate vaccine (MCV4P)",Drug,CVX,CVX,S,114,2008-12-01,2099-12-31,
1149196,Cetirizine,Drug,RxNorm,Ingredient,S,20610,1970-01-01,2099-12-31,
